#	time(s)		
1	0.5718		
2	0.5687		
3	0.5699		
4	0.5701		
5	0.5697		
6	0.5690		
7	0.5715		
8	0.5697		
9	0.5737		
10	0.5712		
11	0.5729		
12	0.5715		
13	0.5772		
14	0.5719		
15	0.5720		
16	0.5755		
17	0.5759		
18	0.5717		
19	0.5757		
20	0.5686		
21	0.5731		
22	0.5703		
23	0.5699		
24	0.5736		
25	0.5730		
26	0.5754		
27	0.5698		
28	0.5729		
29	0.5695		
30	0.5728		
31	0.5697		
32	0.5707		
33	0.5700		
34	0.5698		
35	0.5718		
36	0.5737		
37	0.5707		
38	0.5708		
39	0.5723		
40	0.5704		
41	0.5711		
42	0.5702		
43	0.5706		
44	0.5735		
45	0.5688		
46	0.5697		
47	0.5670		
48	0.5713		
49	0.5701		
50	0.5722		
51	0.5696		
52	0.5733		
53	0.5718		
54	0.5742		
55	0.5736		
56	0.5730		
57	0.5728		
58	0.5722		
59	0.5746		
60	0.5702		
61	0.7250		
62	0.5744		
63	0.5732		
64	0.5745		
65	0.5731		
66	0.5728		
67	0.5702		
68	0.5746		
69	0.5721		
70	0.5731		
71	0.5702		
72	0.5724		
73	0.5716		
74	0.5693		
75	0.5727		
76	0.5754		
77	0.5717		
78	0.5688		
79	0.5738		
80	0.5714		
81	0.5723		
82	0.5749		
83	0.5725		
84	0.5735		
85	0.5753		
86	0.5736		
87	0.5744		
88	0.5736		
89	0.5714		
90	0.5719		
91	0.5730		
92	0.5731		
93	0.5729		
94	0.5728		
95	0.5751		
96	0.5754		
97	0.5712		
98	0.5733		
99	0.5761		
100	0.5736		
